tournament,player,round,hole,shotNumber,shotDist,toHole,location
R2026556,33448,Round_4,Hole_12,5,15 in,,
R2026556,33448,Round_4,Hole_13,1,238 yds,91 ft 1 in.,Left Bunker
R2026556,33448,Round_4,Hole_13,2,79 ft 6 in.,11 ft 7 in.,Right Green
R2026556,33448,Round_4,Hole_13,3,11 ft 7 in.,,
R2026556,33448,Round_4,Hole_14,1,304 yds,167 yds,Right Fairway
R2026556,33448,Round_4,Hole_14,2,166 yds,31 ft 11 in.,Left Green
R2026556,33448,Round_4,Hole_14,3,29 ft 1 in.,2 ft 9 in.,Right Green
R2026556,33448,Round_4,Hole_14,4,2 ft 9 in.,,
R2026556,33448,Round_4,Hole_15,1,144 yds,12 ft 10 in.,Left Green
R2026556,33448,Round_4,Hole_15,2,13 ft 0 in.,3 in,Left Green
R2026556,33448,Round_4,Hole_15,3,3 in,,
R2026556,33448,Round_4,Hole_16,1,310 yds,39 ft 1 in.,Left Green
R2026556,33448,Round_4,Hole_16,2,36 ft 7 in.,2 ft 6 in.,Left Green
R2026556,33448,Round_4,Hole_16,3,2 ft 6 in.,,
R2026556,33448,Round_4,Hole_17,1,298 yds,168 yds,Right Fairway
R2026556,33448,Round_4,Hole_17,2,166 yds,24 ft 1 in.,Left Green
R2026556,33448,Round_4,Hole_17,3,24 ft 4 in.,12 in,Right Green
R2026556,33448,Round_4,Hole_17,4,12 in,,
R2026556,33448,Round_4,Hole_18,1,309 yds,171 yds,Right Fairway
R2026556,33448,Round_4,Hole_18,2,176 yds,15 ft 4 in.,Left Green
R2026556,33448,Round_4,Hole_18,3,14 ft 8 in.,8 in,Left Green
R2026556,33448,Round_4,Hole_18,4,8 in,,
R2026556,34021,Round_1,Hole_1,1,296 yds,269 yds,Right Fairway
R2026556,34021,Round_1,Hole_1,2,269 yds,21 ft 0 in.,Right Green
R2026556,34021,Round_1,Hole_1,3,23 ft 2 in.,21 in,Left Green
R2026556,34021,Round_1,Hole_1,4,21 in,,
R2026556,34021,Round_1,Hole_2,1,304 yds,166 yds,Right Fairway
R2026556,34021,Round_1,Hole_2,2,170 yds,21 ft 1 in.,Right Green
R2026556,34021,Round_1,Hole_2,3,25 ft 2 in.,3 ft 10 in.,Right Green
R2026556,34021,Round_1,Hole_2,4,3 ft 10 in.,,
R2026556,34021,Round_1,Hole_3,1,303 yds,128 yds,Right Fairway
R2026556,34021,Round_1,Hole_3,2,134 yds,17 ft 2 in.,Right Green
R2026556,34021,Round_1,Hole_3,3,18 ft 1 in.,9 in,Right Green
R2026556,34021,Round_1,Hole_3,4,9 in,,
R2026556,34021,Round_1,Hole_4,1,228 yds,12 ft 10 in.,Left Green
R2026556,34021,Round_1,Hole_4,2,13 ft 8 in.,7 in,Left Green
R2026556,34021,Round_1,Hole_4,3,7 in,,
R2026556,34021,Round_1,Hole_5,1,259 yds,155 yds,Right Fairway
R2026556,34021,Round_1,Hole_5,2,157 yds,42 ft 11 in.,Left Green
R2026556,34021,Round_1,Hole_5,3,40 ft 4 in.,4 ft 10 in.,Right Green
R2026556,34021,Round_1,Hole_5,4,4 ft 10 in.,,
R2026556,34021,Round_1,Hole_6,1,271 yds,157 yds,Right Bunker
R2026556,34021,Round_1,Hole_6,2,160 yds,32 ft 2 in.,Right Green
R2026556,34021,Round_1,Hole_6,3,31 ft 2 in.,21 in,Left Green
R2026556,34021,Round_1,Hole_6,4,21 in,,
R2026556,34021,Round_1,Hole_7,1,304 yds,177 yds,Right Fairway
R2026556,34021,Round_1,Hole_7,2,176 yds,41 ft 2 in.,Left Fairway
R2026556,34021,Round_1,Hole_7,3,41 ft 0 in.,5 ft 11 in.,Right Green
R2026556,34021,Round_1,Hole_7,4,5 ft 11 in.,,
R2026556,34021,Round_1,Hole_8,1,305 yds,260 yds,Right Fairway
R2026556,34021,Round_1,Hole_8,2,286 yds,80 ft 11 in.,Right Rough
R2026556,34021,Round_1,Hole_8,3,98 ft 4 in.,17 ft 3 in.,Left Green
R2026556,34021,Round_1,Hole_8,4,16 ft 10 in.,10 in,Left Green
R2026556,34021,Round_1,Hole_8,5,10 in,,
R2026556,34021,Round_1,Hole_9,1,209 yds,69 ft 2 in.,Left Bunker
R2026556,34021,Round_1,Hole_9,2,73 ft 3 in.,3 ft 8 in.,Right Green
R2026556,34021,Round_1,Hole_9,3,3 ft 8 in.,,
R2026556,34021,Round_1,Hole_10,1,306 yds,328 yds,Right Fairway
R2026556,34021,Round_1,Hole_10,2,228 yds,108 yds,Right Fairway
R2026556,34021,Round_1,Hole_10,3,110 yds,5 ft 8 in.,Right Green
R2026556,34021,Round_1,Hole_10,4,5 ft 8 in.,,
R2026556,34021,Round_1,Hole_11,1,297 yds,139 yds,Right Fairway
R2026556,34021,Round_1,Hole_11,2,142 yds,9 ft 10 in.,Left Green
R2026556,34021,Round_1,Hole_11,3,11 ft 1 in.,10 in,Left Green
R2026556,34021,Round_1,Hole_11,4,10 in,,
R2026556,34021,Round_1,Hole_12,1,279 yds,380 yds,Left Rough
R2026556,34021,Round_1,Hole_12,2,247 yds,139 yds,Left Fairway
R2026556,34021,Round_1,Hole_12,3,140 yds,3 ft 8 in.,Right Green
R2026556,34021,Round_1,Hole_12,4,5 ft 6 in.,19 in,Right Green
R2026556,34021,Round_1,Hole_12,5,19 in,,
R2026556,34021,Round_1,Hole_13,1,225 yds,62 ft 7 in.,Right Green
R2026556,34021,Round_1,Hole_13,2,61 ft 0 in.,2 ft 5 in.,Left Green
R2026556,34021,Round_1,Hole_13,3,2 ft 5 in.,,
R2026556,34021,Round_1,Hole_14,1,295 yds,194 yds,Right Intermediate
R2026556,34021,Round_1,Hole_14,2,200 yds,19 ft 6 in.,Left Green
R2026556,34021,Round_1,Hole_14,3,18 ft 4 in.,14 in,Left Green
R2026556,34021,Round_1,Hole_14,4,14 in,,
R2026556,34021,Round_1,Hole_15,1,151 yds,6 ft 5 in.,Right Green
R2026556,34021,Round_1,Hole_15,2,6 ft 8 in.,2 in,Right Green
R2026556,34021,Round_1,Hole_15,3,2 in,,
R2026556,34021,Round_1,Hole_16,1,224 yds,123 yds,Left Fairway
R2026556,34021,Round_1,Hole_16,2,121 yds,7 ft 0 in.,Right Green
R2026556,34021,Round_1,Hole_16,3,7 ft 0 in.,,
R2026556,34021,Round_1,Hole_17,1,295 yds,163 yds,Right Fairway
R2026556,34021,Round_1,Hole_17,2,164 yds,9 ft 5 in.,Left Green
R2026556,34021,Round_1,Hole_17,3,9 ft 2 in.,3 in,Left Green
R2026556,34021,Round_1,Hole_17,4,3 in,,
R2026556,34021,Round_1,Hole_18,1,306 yds,156 yds,Right Intermediate
R2026556,34021,Round_1,Hole_18,2,154 yds,7 ft 4 in.,Left Green
R2026556,34021,Round_1,Hole_18,3,6 ft 8 in.,7 in,Left Green
R2026556,34021,Round_1,Hole_18,4,7 in,,
R2026556,34021,Round_2,Hole_1,1,302 yds,267 yds,Left Fairway
R2026556,34021,Round_2,Hole_1,2,252 yds,44 ft 11 in.,Right Fairway
R2026556,34021,Round_2,Hole_1,3,48 ft 6 in.,3 ft 4 in.,Right Green
R2026556,34021,Round_2,Hole_1,4,3 ft 4 in.,,
R2026556,34021,Round_2,Hole_2,1,316 yds,153 yds,Right Bunker
R2026556,34021,Round_2,Hole_2,2,150 yds,18 ft 10 in.,Left Fairway
R2026556,34021,Round_2,Hole_2,3,19 ft 3 in.,6 in,Left Green
R2026556,34021,Round_2,Hole_2,4,6 in,,
R2026556,34021,Round_2,Hole_3,1,330 yds,81 yds,Left Fairway
R2026556,34021,Round_2,Hole_3,2,86 yds,14 ft 9 in.,Left Green
R2026556,34021,Round_2,Hole_3,3,17 ft 10 in.,2 ft 9 in.,Right Green
R2026556,34021,Round_2,Hole_3,4,2 ft 9 in.,,
R2026556,34021,Round_2,Hole_4,1,167 yds,38 ft 0 in.,Left Green
R2026556,34021,Round_2,Hole_4,2,32 ft 6 in.,5 ft 8 in.,Right Green
R2026556,34021,Round_2,Hole_4,3,5 ft 8 in.,,
R2026556,34021,Round_2,Hole_5,1,278 yds,123 yds,Left Fairway
R2026556,34021,Round_2,Hole_5,2,122 yds,3 ft 4 in.,Left Green
R2026556,34021,Round_2,Hole_5,3,3 ft 4 in.,,
R2026556,34021,Round_2,Hole_6,1,267 yds,156 yds,Right Fairway
R2026556,34021,Round_2,Hole_6,2,151 yds,14 ft 10 in.,Left Green
R2026556,34021,Round_2,Hole_6,3,14 ft 4 in.,6 in,Right Green
R2026556,34021,Round_2,Hole_6,4,6 in,,
R2026556,34021,Round_2,Hole_7,1,310 yds,165 yds,Right Fairway
R2026556,34021,Round_2,Hole_7,2,153 yds,37 ft 4 in.,Left Green
R2026556,34021,Round_2,Hole_7,3,38 ft 9 in.,2 ft 0 in.,Left Green
R2026556,34021,Round_2,Hole_7,4,2 ft 0 in.,,
R2026556,34021,Round_2,Hole_8,1,313 yds,243 yds,Right Fairway
R2026556,34021,Round_2,Hole_8,2,254 yds,90 ft 2 in.,Left Water
R2026556,34021,Round_2,Hole_8,3,Penalty,,Primary Rough
R2026556,34021,Round_2,Hole_8,4,87 ft 6 in.,6 ft 2 in.,Right Green
R2026556,34021,Round_2,Hole_8,5,6 ft 10 in.,5 in,Right Green
R2026556,34021,Round_2,Hole_8,6,5 in,,
R2026556,34021,Round_2,Hole_9,1,210 yds,40 ft 10 in.,Left Green
R2026556,34021,Round_2,Hole_9,2,37 ft 6 in.,3 ft 6 in.,Left Green
R2026556,34021,Round_2,Hole_9,3,3 ft 6 in.,,
R2026556,34021,Round_2,Hole_10,1,324 yds,291 yds,Right Rough
R2026556,34021,Round_2,Hole_10,2,254 yds,44 yds,Right Cart Path
R2026556,34021,Round_2,Hole_10,3,47 yds,7 ft 2 in.,Left Green
R2026556,34021,Round_2,Hole_10,4,9 ft 3 in.,20 in,Left Green
R2026556,34021,Round_2,Hole_10,5,20 in,,
R2026556,34021,Round_2,Hole_11,1,289 yds,152 yds,Right Rough
R2026556,34021,Round_2,Hole_11,2,163 yds,47 ft 8 in.,Left Green
R2026556,34021,Round_2,Hole_11,3,45 ft 4 in.,2 ft 5 in.,Right Green
R2026556,34021,Round_2,Hole_11,4,2 ft 5 in.,,
R2026556,34021,Round_2,Hole_12,1,341 yds,266 yds,Left Fairway
R2026556,34021,Round_2,Hole_12,2,246 yds,39 yds,Right Rough
R2026556,34021,Round_2,Hole_12,3,37 yds,7 ft 2 in.,Left Green
R2026556,34021,Round_2,Hole_12,4,8 ft 6 in.,13 in,Left Green
R2026556,34021,Round_2,Hole_12,5,13 in,,
R2026556,34021,Round_2,Hole_13,1,238 yds,7 ft 6 in.,Right Green
R2026556,34021,Round_2,Hole_13,2,8 ft 1 in.,2 in,Right Green
R2026556,34021,Round_2,Hole_13,3,2 in,,
R2026556,34021,Round_2,Hole_14,1,282 yds,196 yds,Left Bunker
R2026556,34021,Round_2,Hole_14,2,161 yds,35 yds,Left Bunker
R2026556,34021,Round_2,Hole_14,3,98 ft 5 in.,7 ft 3 in.,Right Green
R2026556,34021,Round_2,Hole_14,4,8 ft 4 in.,11 in,Right Green
R2026556,34021,Round_2,Hole_14,5,11 in,,
R2026556,34021,Round_2,Hole_15,1,161 yds,2 ft 2 in.,Left Green
R2026556,34021,Round_2,Hole_15,2,2 ft 2 in.,,
R2026556,34021,Round_2,Hole_16,1,297 yds,31 ft 8 in.,Left Green
R2026556,34021,Round_2,Hole_16,2,26 ft 5 in.,5 ft 3 in.,Left Green
R2026556,34021,Round_2,Hole_16,3,6 ft 3 in.,8 in,Right Green
R2026556,34021,Round_2,Hole_16,4,8 in,,
R2026556,34021,Round_2,Hole_17,1,282 yds,173 yds,Left Fairway
R2026556,34021,Round_2,Hole_17,2,163 yds,41 ft 3 in.,Left Green
R2026556,34021,Round_2,Hole_17,3,44 ft 1 in.,3 ft 0 in.,Right Green
R2026556,34021,Round_2,Hole_17,4,3 ft 0 in.,,
R2026556,34021,Round_2,Hole_18,1,292 yds,197 yds,Right Fairway
R2026556,34021,Round_2,Hole_18,2,177 yds,68 ft 10 in.,Left Green
R2026556,34021,Round_2,Hole_18,3,54 ft 0 in.,15 ft 0 in.,Left Green
R2026556,34021,Round_2,Hole_18,4,15 ft 0 in.,,
R2026556,34021,Round_3,Hole_1,1,340 yds,261 yds,Right Fairway
R2026556,34021,Round_3,Hole_1,2,251 yds,40 ft 0 in.,Right Water
R2026556,34021,Round_3,Hole_1,3,Penalty,,Fairway
R2026556,34021,Round_3,Hole_1,4,33 ft 3 in.,,
R2026556,34021,Round_3,Hole_2,1,327 yds,135 yds,Right Fairway
R2026556,34021,Round_3,Hole_2,2,138 yds,18 ft 2 in.,Right Rough
R2026556,34021,Round_3,Hole_2,3,22 ft 4 in.,4 ft 5 in.,Right Green
R2026556,34021,Round_3,Hole_2,4,4 ft 5 in.,,
R2026556,34021,Round_3,Hole_3,1,327 yds,142 yds,Left Rough
R2026556,34021,Round_3,Hole_3,2,134 yds,24 ft 7 in.,Left Green
R2026556,34021,Round_3,Hole_3,3,23 ft 10 in.,18 in,Left Green
R2026556,34021,Round_3,Hole_3,4,18 in,,
R2026556,34021,Round_3,Hole_4,1,214 yds,73 ft 2 in.,Left Bunker
R2026556,34021,Round_3,Hole_4,2,59 ft 2 in.,14 ft 2 in.,Right Green
R2026556,34021,Round_3,Hole_4,3,14 ft 2 in.,,
R2026556,34021,Round_3,Hole_5,1,304 yds,104 yds,Right Fairway
R2026556,34021,Round_3,Hole_5,2,111 yds,21 ft 3 in.,Right Green
R2026556,34021,Round_3,Hole_5,3,22 ft 5 in.,12 in,Right Green
R2026556,34021,Round_3,Hole_5,4,12 in,,
R2026556,34021,Round_3,Hole_6,1,301 yds,130 yds,Left Bunker
R2026556,34021,Round_3,Hole_6,2,157 yds,81 ft 10 in.,Left Rough
R2026556,34021,Round_3,Hole_6,3,84 ft 9 in.,12 ft 2 in.,Left Green
R2026556,34021,Round_3,Hole_6,4,12 ft 10 in.,10 in,Left Green
R2026556,34021,Round_3,Hole_6,5,10 in,,
R2026556,34021,Round_3,Hole_7,1,308 yds,142 yds,Right Fairway
R2026556,34021,Round_3,Hole_7,2,142 yds,29 ft 10 in.,Left Bunker
R2026556,34021,Round_3,Hole_7,3,29 ft 10 in.,,
R2026556,34021,Round_3,Hole_8,1,278 yds,277 yds,Left Intermediate
R2026556,34021,Round_3,Hole_8,2,272 yds,77 ft 5 in.,Right Bunker
R2026556,34021,Round_3,Hole_8,3,57 ft 0 in.,20 ft 8 in.,Right Green
R2026556,34021,Round_3,Hole_8,4,23 ft 2 in.,2 ft 1 in.,Left Green
R2026556,34021,Round_3,Hole_8,5,2 ft 1 in.,,
R2026556,34021,Round_3,Hole_9,1,195 yds,70 ft 10 in.,Left Bunker
R2026556,34021,Round_3,Hole_9,2,66 ft 2 in.,9 ft 7 in.,Right Green
R2026556,34021,Round_3,Hole_9,3,12 ft 0 in.,2 ft 1 in.,Right Green
R2026556,34021,Round_3,Hole_9,4,2 ft 1 in.,,
R2026556,34021,Round_3,Hole_10,1,350 yds,286 yds,Right Tree Outline
R2026556,34021,Round_3,Hole_10,2,Penalty,,Tree Outline
R2026556,34021,Round_3,Hole_10,3,200 yds,109 yds,Left Fairway
R2026556,34021,Round_3,Hole_10,4,108 yds,22 ft 2 in.,Left Green
R2026556,34021,Round_3,Hole_10,5,22 ft 6 in.,5 in,Right Green
R2026556,34021,Round_3,Hole_10,6,5 in,,
R2026556,34021,Round_3,Hole_11,1,324 yds,136 yds,Right Rough
R2026556,34021,Round_3,Hole_11,2,78 yds,59 yds,Left Fairway
R2026556,34021,Round_3,Hole_11,3,68 yds,25 ft 6 in.,Left Rough
R2026556,34021,Round_3,Hole_11,4,25 ft 4 in.,2 ft 5 in.,Left Green
R2026556,34021,Round_3,Hole_11,5,2 ft 5 in.,,
R2026556,34021,Round_3,Hole_12,1,319 yds,343 yds,Right Bunker
R2026556,34021,Round_3,Hole_12,2,210 yds,142 yds,Right Fairway
R2026556,34021,Round_3,Hole_12,3,146 yds,12 ft 6 in.,Right Green
R2026556,34021,Round_3,Hole_12,4,13 ft 8 in.,10 in,Right Green
R2026556,34021,Round_3,Hole_12,5,10 in,,
R2026556,34021,Round_3,Hole_13,1,224 yds,21 ft 5 in.,Left Green
R2026556,34021,Round_3,Hole_13,2,21 ft 8 in.,9 in,Left Green
R2026556,34021,Round_3,Hole_13,3,9 in,,
R2026556,34021,Round_3,Hole_14,1,278 yds,198 yds,Right Fairway
R2026556,34021,Round_3,Hole_14,2,206 yds,65 ft 11 in.,Right Green
R2026556,34021,Round_3,Hole_14,3,49 ft 5 in.,16 ft 5 in.,Left Green
R2026556,34021,Round_3,Hole_14,4,15 ft 9 in.,8 in,Left Green
R2026556,34021,Round_3,Hole_14,5,8 in,,
R2026556,34021,Round_3,Hole_15,1,145 yds,60 ft 8 in.,Left Green
R2026556,34021,Round_3,Hole_15,2,66 ft 5 in.,6 ft 2 in.,Right Green
R2026556,34021,Round_3,Hole_15,3,6 ft 10 in.,6 in,Right Green
R2026556,34021,Round_3,Hole_15,4,6 in,,
R2026556,34021,Round_3,Hole_16,1,295 yds,15 ft 6 in.,Right Green
R2026556,34021,Round_3,Hole_16,2,13 ft 5 in.,2 ft 5 in.,Right Green
R2026556,34021,Round_3,Hole_16,3,2 ft 5 in.,,
R2026556,34021,Round_3,Hole_17,1,280 yds,150 yds,Right Bunker
R2026556,34021,Round_3,Hole_17,2,156 yds,48 ft 8 in.,Left Bunker
R2026556,34021,Round_3,Hole_17,3,83 ft 2 in.,34 ft 4 in.,Right Green
R2026556,34021,Round_3,Hole_17,4,28 ft 4 in.,6 ft 1 in.,Left Green
R2026556,34021,Round_3,Hole_17,5,7 ft 3 in.,13 in,Left Green
R2026556,34021,Round_3,Hole_17,6,13 in,,
R2026556,34021,Round_3,Hole_18,1,333 yds,151 yds,Right Fairway
R2026556,34021,Round_3,Hole_18,2,159 yds,23 ft 6 in.,Left Rough
R2026556,34021,Round_3,Hole_18,3,22 ft 3 in.,15 in,Right Green
R2026556,34021,Round_3,Hole_18,4,15 in,,
R2026556,34021,Round_4,Hole_1,1,281 yds,315 yds,Left Rough
R2026556,34021,Round_4,Hole_1,2,240 yds,76 yds,Right Fairway
R2026556,34021,Round_4,Hole_1,3,77 yds,11 in,Left Green
R2026556,34021,Round_4,Hole_1,4,11 in,,
R2026556,34021,Round_4,Hole_2,1,296 yds,164 yds,Right Fairway
R2026556,34021,Round_4,Hole_2,2,161 yds,12 ft 1 in.,Right Green
R2026556,34021,Round_4,Hole_2,3,15 ft 10 in.,3 ft 5 in.,Right Green
R2026556,34021,Round_4,Hole_2,4,3 ft 5 in.,,
R2026556,34021,Round_4,Hole_3,1,306 yds,144 yds,Left Rough
R2026556,34021,Round_4,Hole_3,2,140 yds,21 ft 2 in.,Right Green
R2026556,34021,Round_4,Hole_3,3,21 ft 11 in.,5 in,Right Green
R2026556,34021,Round_4,Hole_3,4,5 in,,
R2026556,34021,Round_4,Hole_4,1,210 yds,36 ft 3 in.,Right Green
R2026556,34021,Round_4,Hole_4,2,38 ft 0 in.,2 ft 0 in.,Left Green
R2026556,34021,Round_4,Hole_4,3,2 ft 0 in.,,
R2026556,34021,Round_4,Hole_5,1,314 yds,95 yds,Right Fairway
R2026556,34021,Round_4,Hole_5,2,92 yds,10 ft 2 in.,Left Green
R2026556,34021,Round_4,Hole_5,3,14 ft 1 in.,3 ft 7 in.,Left Green
R2026556,34021,Round_4,Hole_5,4,3 ft 7 in.,,
R2026556,34021,Round_4,Hole_6,1,271 yds,175 yds,Right Bunker
R2026556,34021,Round_4,Hole_6,2,175 yds,23 ft 8 in.,Left Green
R2026556,34021,Round_4,Hole_6,3,25 ft 9 in.,20 in,Right Green
R2026556,34021,Round_4,Hole_6,4,20 in,,
R2026556,34021,Round_4,Hole_7,1,299 yds,174 yds,Left Fairway
R2026556,34021,Round_4,Hole_7,2,177 yds,22 ft 0 in.,Right Green
R2026556,34021,Round_4,Hole_7,3,22 ft 5 in.,15 in,Right Green
R2026556,34021,Round_4,Hole_7,4,15 in,,
R2026556,34021,Round_4,Hole_8,1,329 yds,253 yds,Left Fairway
R2026556,34021,Round_4,Hole_8,2,232 yds,35 yds,Right Bunker
R2026556,34021,Round_4,Hole_8,3,34 yds,3 ft 6 in.,Left Green
R2026556,34021,Round_4,Hole_8,4,3 ft 6 in.,,
R2026556,34021,Round_4,Hole_9,1,204 yds,52 ft 3 in.,Left Green
R2026556,34021,Round_4,Hole_9,2,54 ft 1 in.,21 in,Right Green
R2026556,34021,Round_4,Hole_9,3,21 in,,
R2026556,34021,Round_4,Hole_10,1,281 yds,365 yds,Right Intermediate
R2026556,34021,Round_4,Hole_10,2,211 yds,157 yds,Right Fairway
R2026556,34021,Round_4,Hole_10,3,157 yds,18 in,Left Green
R2026556,34021,Round_4,Hole_10,4,18 in,,
R2026556,34021,Round_4,Hole_11,1,267 yds,194 yds,Right Rough
R2026556,34021,Round_4,Hole_11,2,203 yds,47 ft 6 in.,Left Rough
R2026556,34021,Round_4,Hole_11,3,45 ft 5 in.,2 ft 5 in.,Right Green
R2026556,34021,Round_4,Hole_11,4,2 ft 5 in.,,
R2026556,34021,Round_4,Hole_12,1,288 yds,293 yds,Right Fairway
R2026556,34021,Round_4,Hole_12,2,268 yds,78 ft 1 in.,Right Fairway
R2026556,34021,Round_4,Hole_12,3,81 ft 9 in.,5 ft 3 in.,Left Green
R2026556,34021,Round_4,Hole_12,4,5 ft 3 in.,,
R2026556,34021,Round_4,Hole_13,1,229 yds,20 ft 4 in.,Right Green
R2026556,34021,Round_4,Hole_13,2,20 ft 5 in.,11 in,Right Green
R2026556,34021,Round_4,Hole_13,3,11 in,,
R2026556,34021,Round_4,Hole_14,1,303 yds,172 yds,Right Fairway
R2026556,34021,Round_4,Hole_14,2,180 yds,23 ft 5 in.,Right Green
R2026556,34021,Round_4,Hole_14,3,23 ft 1 in.,7 in,Right Green
R2026556,34021,Round_4,Hole_14,4,7 in,,
R2026556,34021,Round_4,Hole_15,1,146 yds,16 ft 1 in.,Left Green
R2026556,34021,Round_4,Hole_15,2,18 ft 7 in.,2 ft 1 in.,Left Green
R2026556,34021,Round_4,Hole_15,3,2 ft 1 in.,,
R2026556,34021,Round_4,Hole_16,1,303 yds,94 ft 10 in.,Right Rough
R2026556,34021,Round_4,Hole_16,2,95 ft 8 in.,23 in,Left Green
R2026556,34021,Round_4,Hole_16,3,23 in,,
R2026556,34021,Round_4,Hole_17,1,288 yds,176 yds,Right Bunker
R2026556,34021,Round_4,Hole_17,2,175 yds,38 ft 10 in.,Left Green
R2026556,34021,Round_4,Hole_17,3,37 ft 1 in.,2 ft 1 in.,Right Green
R2026556,34021,Round_4,Hole_17,4,2 ft 1 in.,,
R2026556,34021,Round_4,Hole_18,1,306 yds,179 yds,Right Fairway
R2026556,34021,Round_4,Hole_18,2,175 yds,23 ft 9 in.,Right Green
R2026556,34021,Round_4,Hole_18,3,22 ft 5 in.,19 in,Left Green
R2026556,34021,Round_4,Hole_18,4,19 in,,
R2026556,34046,Round_1,Hole_1,1,310 yds,254 yds,Right Bunker
R2026556,34046,Round_1,Hole_1,2,164 yds,93 yds,Left Fairway
R2026556,34046,Round_1,Hole_1,3,87 yds,15 ft 9 in.,Left Fairway
R2026556,34046,Round_1,Hole_1,4,15 ft 9 in.,,
R2026556,34046,Round_1,Hole_2,1,313 yds,165 yds,Left Intermediate
R2026556,34046,Round_1,Hole_2,2,146 yds,65 ft 8 in.,Left Rough
R2026556,34046,Round_1,Hole_2,3,64 ft 1 in.,3 ft 9 in.,Right Green
R2026556,34046,Round_1,Hole_2,4,3 ft 9 in.,,
R2026556,34046,Round_1,Hole_3,1,306 yds,128 yds,Left Fairway
R2026556,34046,Round_1,Hole_3,2,127 yds,7 ft 3 in.,Right Green
R2026556,34046,Round_1,Hole_3,3,7 ft 3 in.,,
R2026556,34046,Round_1,Hole_4,1,223 yds,8 ft 2 in.,Left Green
R2026556,34046,Round_1,Hole_4,2,9 ft 2 in.,10 in,Left Green
R2026556,34046,Round_1,Hole_4,3,10 in,,
R2026556,34046,Round_1,Hole_5,1,314 yds,96 yds,Right Fairway
R2026556,34046,Round_1,Hole_5,2,95 yds,2 ft 8 in.,Right Green
R2026556,34046,Round_1,Hole_5,3,2 ft 8 in.,,
R2026556,34046,Round_1,Hole_6,1,301 yds,114 yds,Left Rough
R2026556,34046,Round_1,Hole_6,2,124 yds,29 ft 11 in.,Right Green
R2026556,34046,Round_1,Hole_6,3,30 ft 11 in.,13 in,Left Green
R2026556,34046,Round_1,Hole_6,4,13 in,,
R2026556,34046,Round_1,Hole_7,1,278 yds,205 yds,Left Bunker
R2026556,34046,Round_1,Hole_7,2,124 yds,82 yds,Left Fairway
R2026556,34046,Round_1,Hole_7,3,82 yds,3 ft 7 in.,Right Green
R2026556,34046,Round_1,Hole_7,4,3 ft 7 in.,,
R2026556,34046,Round_1,Hole_8,1,327 yds,234 yds,Left Fairway
R2026556,34046,Round_1,Hole_8,2,223 yds,52 ft 9 in.,Right Intermediate
R2026556,34046,Round_1,Hole_8,3,52 ft 9 in.,,
R2026556,34046,Round_1,Hole_9,1,210 yds,37 ft 4 in.,Right Green
R2026556,34046,Round_1,Hole_9,2,36 ft 5 in.,15 in,Right Green
R2026556,34046,Round_1,Hole_9,3,15 in,,
R2026556,34046,Round_1,Hole_10,1,330 yds,300 yds,Right Rough
R2026556,34046,Round_1,Hole_10,2,273 yds,92 ft 7 in.,Left Green
R2026556,34046,Round_1,Hole_10,3,93 ft 9 in.,14 in,Right Green
R2026556,34046,Round_1,Hole_10,4,14 in,,
R2026556,34046,Round_1,Hole_11,1,295 yds,140 yds,Right Fairway
R2026556,34046,Round_1,Hole_11,2,133 yds,20 ft 10 in.,Left Fairway
R2026556,34046,Round_1,Hole_11,3,20 ft 10 in.,,
R2026556,34046,Round_1,Hole_12,1,315 yds,339 yds,Left Fairway
R2026556,34046,Round_1,Hole_12,2,229 yds,113 yds,Right Fairway
R2026556,34046,Round_1,Hole_12,3,111 yds,28 ft 10 in.,Right Bunker
R2026556,34046,Round_1,Hole_12,4,41 ft 5 in.,12 ft 5 in.,Right Green
R2026556,34046,Round_1,Hole_12,5,12 ft 0 in.,9 in,Right Green
R2026556,34046,Round_1,Hole_12,6,9 in,,
R2026556,34046,Round_1,Hole_13,1,244 yds,7 ft 3 in.,Left Green
R2026556,34046,Round_1,Hole_13,2,7 ft 3 in.,,
R2026556,34046,Round_1,Hole_14,1,326 yds,143 yds,Left Intermediate
R2026556,34046,Round_1,Hole_14,2,155 yds,36 ft 7 in.,Right Green
R2026556,34046,Round_1,Hole_14,3,35 ft 5 in.,14 in,Left Green
R2026556,34046,Round_1,Hole_14,4,14 in,,
R2026556,34046,Round_1,Hole_15,1,150 yds,3 ft 3 in.,Right Green
R2026556,34046,Round_1,Hole_15,2,3 ft 3 in.,,
R2026556,34046,Round_1,Hole_16,1,271 yds,105 yds,Right Rough
R2026556,34046,Round_1,Hole_16,2,90 yds,50 ft 9 in.,Right Bunker
R2026556,34046,Round_1,Hole_16,3,22 ft 0 in.,29 ft 7 in.,Right Rough
R2026556,34046,Round_1,Hole_16,4,34 ft 8 in.,4 ft 11 in.,Right Green
R2026556,34046,Round_1,Hole_16,5,4 ft 11 in.,,
R2026556,34046,Round_1,Hole_17,1,287 yds,175 yds,Left Fairway
R2026556,34046,Round_1,Hole_17,2,165 yds,29 ft 4 in.,Left Green
R2026556,34046,Round_1,Hole_17,3,29 ft 0 in.,5 in,Left Green
R2026556,34046,Round_1,Hole_17,4,5 in,,
R2026556,34046,Round_1,Hole_18,1,279 yds,192 yds,Right Rough
